,logp,Tanimoto,Euclidean_distance,cut_off,novel_sim
0,6.754845364087613,0.12586445366528354,0.06931032415398952,0.7348318934259952,0.0
1,6.004640610282048,0.13609467455621302,0.166925401038276,0.01537286037956953,0.166925401038276
2,6.353784130054734,0.1081277213352685,0.06629933739779212,0.33377065939311645,0.06629933739779212
3,6.020013470661618,1.0,1.0,0.0,1.0
4,5.733768628935549,0.11690363349131122,0.17371193037903768,0.28624484172606834,0.17371193037903768
5,6.439540608594853,0.13204747774480713,0.16367866355978375,0.41952713793323504,0.16367866355978375
6,4.587609393900462,0.1241565452091768,0.2791682185162654,1.4324040767611557,0.0
7,6.392154438662567,0.10869565217391304,0.05874363461318285,0.37214096800094953,0.05874363461318285
8,6.125908023657472,0.12371134020618554,0.08408627689257818,0.1058945529958546,0.08408627689257818
9,6.409474636851772,0.0995850622406639,0.05624900896277333,0.3894611661901539,0.05624900896277333
10,5.604127576885504,0.10040983606557376,0.12325881516231338,0.41588589377611385,0.12325881516231338
11,5.602188301860673,0.07564102564102564,0.1127564787053752,0.41782516880094445,0.1127564787053752
12,5.5789339622008285,0.11720226843100187,0.081725125875082,0.44107950846078925,0.081725125875082
13,5.807323536110629,0.10247592847317744,0.0994704293810184,0.21268993455098872,0.0994704293810184
14,6.2765744268065085,0.10501193317422436,0.06635240398740791,0.2565609561448907,0.06635240398740791
15,6.059158054787292,0.15401540154015406,0.6307180902058059,0.03914458412567434,0.6307180902058059
16,5.6544282114128,0.13607990012484394,0.12491677419918977,0.36558525924881735,0.12491677419918977
17,4.932119364747744,0.1953125,0.06406823831180704,1.0878941059138736,0.0
18,6.67716557374483,0.1279683377308707,0.06847636459528175,0.6571521030832121,0.0
19,5.150780699172079,0.1174496644295302,0.2601731337729079,0.8692327714895391,0.0
20,5.696665139744471,0.12873563218390804,0.13853322407679725,0.3233483309171463,0.13853322407679725
21,5.475193289422643,0.1128668171557562,0.13454068348819864,0.5448201812389746,0.0
22,5.143470110834785,0.12096774193548387,0.10211423437708377,0.8765433598268331,0.0
23,6.983734078617728,0.1351931330472103,0.0737597727549913,0.9637206079561107,0.0
24,5.415094563184581,0.11814859926918392,0.1798526053943012,0.6049189074770371,0.0
25,5.150184402229613,0.11825726141078838,0.34596419789498084,0.8698290684320051,0.0
26,5.6248544482723535,0.094662638469285,0.1379739681754764,0.39515902238926426,0.1379739681754764
27,5.814247838377218,0.13917525773195874,0.7177852764008064,0.20576563228439948,0.7177852764008064
28,6.435303375156543,0.15239477503628446,0.08763428530165343,0.41528990449492564,0.08763428530165343
29,,0.12181303116147307,0.1951487960782898,,0.1951487960782898
30,5.840138333052543,0.12405446293494705,0.7142591846588555,0.17987513760907436,0.7142591846588555
31,3.9413803116425736,0.10314685314685317,0.10650677585457308,2.078633159019044,0.0
32,,0.095703125,0.2403645484116194,,0.2403645484116194
33,5.036104320646442,0.12398753894080995,0.3824407017565061,0.983909150015176,0.0
34,6.938567664092286,0.09879032258064516,0.056765393227786426,0.9185541934306682,0.0
35,6.632824574510101,0.11590038314176244,0.06970865476865405,0.6128111038484834,0.0
36,4.681859894020426,0.10572139303482588,0.22680056972303114,1.3381535766411918,0.0
37,4.971365081051209,0.13027522935779814,0.12307439342477515,1.0486483896104088,0.0
38,6.324142039213605,0.1197380729653882,0.3807733522014145,0.3041285685519872,0.3807733522014145
39,5.30496437615108,0.1087866108786611,0.1874425488587748,0.7150490945105377,0.0
40,5.295194997021778,0.11619718309859155,0.11442478944408435,0.7248184736398393,0.0
41,6.329988516770436,0.11322132943754565,0.08880463894120715,0.30997504610881865,0.08880463894120715
42,4.845893425110005,0.1170774647887324,0.06305387707886267,1.1741200455516125,0.0
