,0
572,191.52478
573,755.7291
574,200.26389
575,408.23618
576,342.4615
577,908.9836
578,205.32584
579,52.579834
580,337.84326
581,400.3288
582,526.4546
583,687.7169
584,274.8832
585,880.9731400000001
586,758.0524
587,266.67368
588,324.95746
589,308.6907
590,270.00073
591,411.79306
592,690.5934
593,419.82178
594,116.23903
595,142.26923
596,131.375
597,318.88678
598,501.50955
599,-32.453064000000005
600,401.4919
601,155.08191000000002
602,1214.655
603,220.34116
604,139.34415
605,855.9723
606,174.18188
607,350.2448
608,693.89954
609,286.18707
610,341.05602999999996
611,650.4885
612,233.33202999999997
613,567.3385599999999
614,504.8603
615,770.0357700000001
616,618.3607
617,496.02087
618,227.61068999999998
619,236.61123999999998
620,379.35162
621,378.9212
622,81.4115
623,261.03604
624,452.9199
625,488.13132
626,455.60132000000004
627,46.848953
628,611.5925
629,68.74933
630,448.98135
631,787.28625
632,269.9787
633,254.18616
634,383.16247999999996
635,284.33148
636,213.75673999999998
637,908.3530000000001
638,60.35428
639,693.4365
640,203.57336
641,114.1929
642,647.2552
643,527.33484
644,488.0735
645,201.89655
646,25.562592000000002
647,316.07732999999996
648,43.146347
649,986.4177
650,93.76828
651,136.53778
652,534.99567
653,299.59918
654,795.3100599999999
655,76.79697
656,358.07903999999996
657,571.3303
658,80.03412
659,-12.210372999999999
660,66.3371
661,431.37433
662,855.9256
663,670.5294
664,642.20557
665,284.66437
666,690.14734
667,597.659
668,748.0388
669,1168.2681
670,296.89799999999997
671,397.84792999999996
672,251.21048
673,151.43108999999998
674,1098.0178
675,629.9844400000001
676,306.4897
677,940.67664
678,303.0226
679,221.12524
680,487.3142
681,349.81635
682,204.3284
683,288.58606000000003
684,541.205
685,224.23502000000002
686,238.97107000000003
687,342.83032000000003
688,112.31371999999999
689,254.39928999999998
690,363.903
691,-15.100326999999998
692,40.407593
693,965.3924
694,497.97815
695,343.34634
696,556.15576
697,-32.673429999999996
698,534.49695
699,313.64767
700,53.33023000000001
701,185.09982
702,253.56799999999998
703,567.7229
704,382.57785
705,352.51575
706,405.285
707,174.858
708,57.794309999999996
709,654.8814
710,77.8421
711,571.4103
712,329.38568
713,375.2663
714,345.94263
715,594.297
716,442.4933
717,188.1123
718,357.09573
719,571.8904
720,426.01465
721,245.10608
722,81.54556
723,433.852
724,728.35004
725,684.80853
726,107.74472
727,27.760895
728,259.4389
729,415.6961
730,197.47104
731,369.87125
732,684.0239
733,279.72497999999996
734,289.75818
735,235.35952999999998
736,187.09277
737,355.07047
738,1141.5874
739,442.51685
740,345.32578
741,-52.42473
742,340.9306
743,171.23535
744,353.90918
745,130.74295
746,327.52225
747,92.52698000000001
748,261.82277999999997
749,585.56116
750,465.1778
751,503.32355
752,318.0079
753,450.61633
754,30.086792
755,448.65375
756,245.82433999999998
757,537.6028
758,581.9186
759,194.15714
760,499.08884000000006
761,731.2756
762,418.56186
763,598.6314
764,108.67786000000001
765,72.65634
766,374.96124
767,498.93237
768,694.60583
769,452.35745
770,199.01721
771,328.25818
772,457.79507
773,411.99426
774,497.34985
775,16.44461
776,284.69707999999997
777,253.72863999999998
778,383.18408
779,835.9273
780,181.6154
781,260.82205
782,183.10687
783,1149.8337
784,122.694244
785,386.30383
786,567.0633
787,235.65396
788,168.21725
789,149.48996
790,301.92575
791,268.53986000000003
792,498.5943
793,509.77205999999995
794,393.72986000000003
795,587.59656
796,545.0177
797,351.78085
798,491.1111
799,386.08154
800,222.87695
801,635.41394
802,-24.009003
803,392.8301
804,702.6130400000001
805,350.3155
806,242.78418
807,125.42553999999998
808,602.0093
809,241.41165
810,3.169464
811,243.64594
812,133.50113000000002
813,-107.94383
814,137.95983999999999
815,217.94057999999998
816,525.3901400000001
817,197.12592
818,61.11435
819,362.71136
820,603.8503
821,685.2743
822,174.13126
823,348.81207
824,22.931488
825,152.5292
826,148.41458
827,623.95557
828,564.64044
829,392.36258
830,587.126
831,915.8222699999999
832,95.57297
833,900.1434300000001
834,436.55785999999995
835,421.778
836,117.27951000000002
837,300.66382000000004
838,548.8869599999999
839,127.35253999999999
840,692.18896
841,440.9073
842,279.04126
843,256.12125
844,122.52325400000001
845,-1.2494507
846,175.12921
847,189.04703
848,434.214
849,349.4085
850,1022.64526
851,342.7719
852,305.70862
853,433.89767
854,471.39297
855,353.31396
856,60.33014
857,155.73657
858,323.57874
859,389.4218
860,592.934
861,288.92217999999997
862,165.06935
863,352.55417
864,-5.3757324
865,750.8651
866,550.4938
867,237.51793999999998
868,342.7156
869,455.8769
870,268.6752
871,439.90652
872,101.018555
873,332.76178
874,624.7926
875,541.9866
876,803.17065
877,428.08295
878,487.70312
879,445.18712999999997
880,128.9668
881,291.3377
882,386.18542
883,369.27115
884,388.72217
885,924.6764
886,361.18854
887,819.9661
888,730.3413
889,208.68814
890,470.96682999999996
891,535.81213
892,566.2679400000001
893,455.2155
894,162.74893
895,859.3218
896,389.25487999999996
897,819.1605
898,194.5134
899,298.6875
900,504.4105
901,-68.09424
902,275.79318
903,382.03418
904,636.7871
905,117.09119
906,109.85626
907,-12.851807
908,692.04016
909,-19.657958999999998
910,219.81757000000002
911,249.35858
912,229.55877999999998
913,283.59937
914,275.95587
915,745.4426
916,288.07623
917,284.32202
918,339.0509
919,254.63952999999998
920,105.98299999999999
921,296.1441
922,120.60491999999999
923,286.4981
924,224.56992000000002
925,167.83938999999998
926,481.69977
927,338.339
928,308.2342
929,319.5954
930,484.7783
931,44.933777
932,414.8549
933,473.26415999999995
934,611.9252299999999
935,485.56985
936,207.66983000000002
937,278.48413
938,383.6305
939,558.15955
940,355.8512
941,409.53333
942,312.81265
943,24.569000000000003
944,512.3992
945,329.06467000000004
946,622.48584
947,655.8288
948,166.85806000000002
949,273.89893
950,132.12994
951,456.44574000000006
952,389.4427
953,962.7579
954,720.0917400000001
955,271.73276
956,194.57363999999998
957,90.10683
958,328.09802
959,767.3923
960,324.02637000000004
961,482.9239
962,37.329223999999996
963,732.7241
964,248.66714
965,53.03143299999999
966,252.65579
967,440.70772999999997
968,260.83722
969,419.31088
970,82.57781999999999
971,430.4062
972,729.67975
973,262.1153
974,348.68036
975,4.007293700000001
976,551.33234
977,305.04227000000003
978,74.96576
979,373.54965
980,412.83005
981,1150.6439
982,387.66324
983,394.74
984,396.6197
985,219.78876
986,695.3843
987,938.0745
988,122.50638000000001
989,-10.179839999999999
990,142.88535
991,391.27515
992,797.7011
993,868.9617300000001
994,251.71686
995,392.16165
996,577.6835
997,566.4783
998,44.080017
999,483.58533
1000,376.26842999999997
1001,300.1913
1002,198.05136000000002
1003,44.001709999999996
1004,315.53564
1005,214.32684
1006,376.55017000000004
1007,226.21582
1008,398.35736
1009,570.1477
1010,373.15735
1011,169.27872
1012,194.31003
1013,771.74646
1014,243.77225
1015,548.78845
1016,220.72125
1017,152.86072
1018,528.4851
1019,307.12497
1020,159.06885
1021,307.21027000000004
1022,214.63379
1023,512.7049599999999
1024,271.9674
1025,129.13283
1026,608.3165
1027,149.48428
1028,1023.5803
1029,221.85553
1030,-0.7005615
1031,72.394226
1032,675.26917
1033,645.75757
1034,337.17636
1035,218.28061
1036,381.80652000000003
1037,665.1963
1038,301.56973
1039,447.21344000000005
1040,379.69586
1041,216.61068999999998
1042,565.6006
1043,310.7105
1044,461.73828
1045,591.78015
1046,736.7359
1047,444.74304000000006
1048,179.88367
1049,699.8481
1050,474.52344000000005
1051,360.3849
1052,928.2318
1053,174.76288
1054,16.598876999999998
1055,161.69165
1056,374.6971
1057,381.78436
1058,321.89554
1059,421.29815999999994
1060,422.58635999999996
1061,376.89367999999996
1062,280.2896
1063,663.6838
1064,369.07532000000003
1065,623.9481
1066,221.93454
1067,353.81662
1068,113.97015
1069,514.66516
1070,277.48264
1071,300.87057000000004
1072,669.2679400000001
1073,372.73807
1074,406.98672
1075,77.42078000000001
1076,294.87885
1077,227.94228999999999
1078,436.4235
1079,565.5876
1080,369.20482999999996
1081,564.36
1082,538.94934
1083,574.4492
1084,550.172
1085,402.17699999999996
1086,215.8877
1087,518.7285
1088,277.12494
1089,456.87805
1090,96.7504
1091,398.6761
1092,154.84604
1093,636.78455
1094,190.62704
1095,269.019
1096,473.86
1097,305.63953
1098,152.2085
1099,901.8299599999999
1100,833.03796
1101,425.0055
1102,1266.2059
1103,270.8543
1104,378.21576
1105,-68.57836999999999
1106,118.73021000000001
1107,707.01135
1108,189.00082
1109,204.85266000000001
1110,421.95175
1111,404.81195
1112,113.21068999999999
1113,357.22803
1114,350.71094
1115,415.54742000000005
1116,258.1195
1117,432.5924
1118,151.07224
1119,185.78455
1120,542.2699
1121,587.50793
1122,655.8335599999999
1123,306.93695
1124,288.7433
1125,299.31717000000003
1126,142.28314
1127,281.56317
1128,273.14948
1129,210.97113
1130,602.6252400000001
1131,600.85284
1132,923.6122
1133,449.35025
1134,228.43173
1135,389.415
1136,296.80438
1137,436.7104
1138,517.65796
1139,-98.425354
1140,353.68462999999997
1141,689.2643
1142,374.2201
1143,727.7317
1144,663.8484
1145,758.0566
1146,154.34613000000002
1147,294.4601
1148,242.89502000000002
1149,338.3572
1150,618.0836
1151,199.49915
1152,124.85715
1153,350.84528
1154,384.7555
1155,720.3323
1156,-45.303375
1157,382.54166000000004
1158,185.42413
1159,-63.413419999999995
1160,148.86603
1161,169.9093
1162,643.05566
1163,162.61914
1164,130.99908
1165,586.9728
1166,662.64905
1167,51.447845
1168,633.6316
1169,355.89342999999997
1170,168.14764
1171,460.2724
1172,51.545807
1173,348.29376
1174,976.4105
1175,437.54305999999997
1176,179.88742
1177,306.13372999999996
1178,546.03143
1179,681.13104
1180,263.1449
1181,169.10825
1182,103.91208
1183,235.70667000000003
1184,343.53592000000003
1185,385.58087
1186,307.78256
1187,406.2701
1188,335.9829
1189,337.03717
1190,181.6836
1191,245.4917
1192,444.1146
1193,-17.574005
1194,433.6471
1195,313.745
1196,377.80737
1197,585.9363400000001
1198,536.3773
1199,4.9405212
1200,186.4524
1201,733.8926
1202,589.42737
1203,923.3371599999999
1204,122.82498000000001
1205,635.6091299999999
1206,617.78235
1207,204.38695
1208,391.5012
1209,835.813
1210,442.80664
1211,737.7582
1212,535.4
1213,-5.7842712
1214,230.63644
1215,395.48163
1216,669.8229
1217,277.15137000000004
1218,13.908935999999999
1219,572.97107
1220,486.88457999999997
1221,542.0605
1222,180.78955
1223,578.83905
1224,629.3996599999999
1225,235.44012
1226,227.66016000000002
1227,534.96014
1228,240.28447999999997
1229,562.85864
1230,109.60965
1231,396.2868
1232,255.98882999999998
1233,252.23389
1234,902.3435
1235,567.776
1236,162.79047
1237,314.4178
1238,457.86136
1239,609.4915
1240,535.1504
1241,189.32193
1242,398.52795
1243,326.6379
1244,25.177582
1245,591.44763
1246,345.92786
1247,367.44202
1248,206.16048999999998
1249,485.7818
1250,214.46387000000001
1251,293.58496
1252,195.64969
1253,507.7876
1254,504.72655999999995
1255,254.07947000000001
1256,57.69113
1257,247.24832
1258,680.76215
1259,861.40674
1260,210.37747000000002
1261,134.60716000000002
1262,305.6715
1263,57.31018
1264,612.0119599999999
1265,304.46173
1266,207.56243999999998
1267,126.95804
1268,-16.655716
1269,47.414673
1270,500.10938
1271,92.1676
1272,224.87445
1273,70.580414
1274,1032.8885
1275,392.74698
1276,390.01126
1277,326.57352000000003
1278,516.2954
1279,192.3653
1280,456.64300000000003
1281,654.2706
1282,90.36792
1283,199.89691000000002
1284,485.42767000000003
1285,615.14667
1286,49.59413
1287,568.4761
1288,664.75146
1289,202.71033
1290,1061.4971
1291,24.236755
1292,225.75852999999998
1293,626.7632
1294,242.10947000000002
1295,199.23355
1296,255.10442999999998
1297,629.3098
1298,58.044647
1299,525.0268599999999
1300,19.421509
1301,388.8376
1302,559.3781
1303,-26.957396999999997
1304,335.2022
1305,468.03162000000003
1306,119.26383999999999
1307,452.6886
1308,217.78506000000002
1309,346.88727
1310,207.64496
1311,329.68883999999997
1312,781.0047599999999
1313,218.55892999999998
1314,360.56134
1315,225.14615
1316,505.0332
1317,241.43146000000002
1318,1050.2866
1319,394.88998
1320,412.56244
1321,516.66797
1322,50.078278000000005
1323,811.3015
1324,-30.703583000000002
1325,95.06170999999999
1326,254.8222
1327,443.21133
1328,206.66974
1329,242.70142
1330,540.75354
1331,17.463684
1332,207.23215
1333,573.3149
1334,273.33942
1335,431.5443
1336,361.8131
1337,73.3663
1338,389.65674
1339,376.87332000000004
1340,461.95557
1341,643.10156
1342,311.6054
1343,187.33716
1344,188.21826000000001
1345,331.79717999999997
1346,266.04675
1347,196.55292
1348,476.89477999999997
1349,439.50928
1350,49.14258
1351,311.34653
1352,316.15323
1353,290.7296
1354,386.21307
1355,537.9121
1356,-121.32675
1357,643.8008
1358,582.2142299999999
1359,553.2554299999999
1360,290.66376
1361,157.38193
1362,262.49712999999997
1363,104.79047
1364,421.75128
1365,540.8407
1366,182.81439
1367,365.55566
1368,218.2153
1369,340.18356
1370,421.92578
1371,465.1872
1372,548.4684
1373,312.62976000000003
1374,660.215
1375,524.4123
1376,339.75592
1377,143.85315
1378,240.4766
1379,17.079956
1380,190.40945
1381,502.7587
1382,296.7171
1383,240.37534
1384,367.56006
1385,571.3290000000001
1386,688.1751
1387,426.74338
1388,74.66379
1389,798.0047
1390,282.33755
1391,328.4323
1392,347.54416000000003
1393,202.29623
1394,251.64532000000003
1395,184.45297
1396,8.38678
1397,568.6802
1398,320.5757
1399,241.07842999999997
1400,566.7861
1401,351.3006
1402,252.09396
1403,415.7247
1404,79.12915
1405,509.7041
1406,227.33942000000002
1407,-25.180695
1408,515.1883
1409,704.31244
1410,213.94327
1411,335.81653
1412,939.4960000000001
1413,758.3009599999999
1414,346.0706
1415,417.9444
1416,128.35852
1417,142.5416
1418,223.00442999999999
1419,252.18683
1420,72.01111
1421,631.6612
1422,583.3125
1423,355.4261
1424,634.6711
1425,671.74335
1426,72.11440999999999
1427,2.0275269000000002
1428,306.06232
1429,518.7768599999999
1430,296.12023999999997
1431,401.41573999999997
1432,840.5139999999999
1433,173.34265
1434,247.13644
1435,29.853119
1436,249.13464
1437,199.29047
1438,239.06815
1439,265.397
1440,443.07474
1441,523.64655
1442,157.95361
1443,128.82773
1444,310.32513
1445,154.77182
1446,427.9451
1447,196.6236
1448,113.019104
1449,52.224486999999996
1450,459.0639
1451,691.3539999999999
1452,125.40176399999999
1453,555.307
1454,209.56146
1455,766.8506
1456,379.18478
1457,939.1647
1458,716.89624
1459,435.52
1460,221.25616000000002
1461,199.9617
1462,109.5556
1463,501.64044
1464,203.64175
1465,177.58032
1466,183.56671
1467,136.41687
1468,442.406
1469,287.2659
1470,-37.579895
1471,132.16565
1472,408.6291
1473,593.94275
1474,305.10177999999996
1475,252.04271
1476,1.6971283
1477,65.80969
1478,478.18573
1479,-99.36719000000001
1480,544.9066
1481,425.8715
1482,475.20795
1483,317.0363
1484,501.33148
1485,534.561
1486,332.94165
1487,214.65817
1488,148.12028999999998
1489,188.2182
1490,268.83942
1491,447.96547999999996
1492,921.97705
1493,563.5333
1494,343.56212999999997
1495,503.41705
1496,283.15762
1497,561.09625
1498,416.6676
1499,21.520172
1500,478.4946
1501,320.52045
1502,219.92553999999998
1503,324.29102
1504,506.3623
1505,311.06903
1506,283.06183
1507,355.63138
1508,90.67348
1509,352.87885
1510,283.46124
1511,144.31543
1512,797.6482
1513,238.87784
1514,46.137268
1515,91.83664
1516,563.6279
1517,430.92548
1518,158.0983
1519,220.5411
1520,369.91205
1521,859.5409
1522,218.56572999999997
1523,133.39288
1524,229.6087
1525,207.24811
1526,728.702
1527,127.08063
1528,338.50845
1529,251.52957
1530,248.02688999999998
1531,325.90808
1532,287.5004
1533,175.99771
1534,197.60891999999998
1535,845.5705
1536,723.66785
1537,952.7040400000001
1538,359.0987
1539,387.69147000000004
1540,422.79526
1541,576.7009
1542,232.24231
1543,707.0521
1544,249.048
1545,403.2714
1546,151.39264
1547,348.1901
1548,476.89255
1549,684.20355
1550,21.442932
1551,448.6568
1552,204.14487
1553,326.37045
1554,115.37698
1555,262.06366
1556,677.2139999999999
1557,37.06366
1558,399.34668
1559,298.80585
1560,259.72182999999995
1561,461.5682
1562,712.74316
1563,48.48764
1564,167.95139
1565,1437.7351
1566,178.15295
1567,321.84595
1568,304.40485
1569,399.63245
1570,123.92432
1571,239.33981
1572,528.3849
1573,263.4362
1574,132.41241000000002
1575,307.98093
1576,545.87354
1577,857.6737
1578,228.41565
1579,483.73697000000004
1580,271.62155
1581,603.1526
1582,464.8527
1583,465.11795
1584,310.11005
1585,235.99841
1586,176.17621
1587,54.9274
1588,511.83112
1589,502.69732999999997
1590,413.15198
1591,548.7964
1592,218.14172000000002
1593,495.1399
1594,127.40295400000001
1595,516.7005
1596,338.87375
1597,455.49712999999997
1598,64.67151
1599,568.7597
1600,785.4399400000001
1601,404.23834
1602,388.62344
1603,382.9217
1604,130.08594
1605,172.97372
1606,456.58752000000004
1607,224.90433
1608,95.36126999999999
1609,632.7622
1610,229.25797000000003
1611,257.24515
1612,259.9304
1613,46.228424
1614,419.35364
1615,168.87222
1616,-51.383790000000005
1617,465.90585
1618,145.52463
1619,564.33545
1620,325.66916000000003
1621,234.46039
1622,352.5645
1623,684.25305
1624,264.74722
1625,204.72095
1626,430.1294
1627,229.05194
1628,140.47165
1629,410.20592999999997
1630,79.120926
1631,620.9017
1632,608.0589
1633,88.9068
1634,438.41595
1635,230.12152000000003
1636,393.39883
1637,72.99835
1638,473.84033
1639,411.5113
1640,288.54352
1641,712.813
1642,-11.071442
1643,639.8871
1644,80.75757
1645,943.32135
1646,350.1375
1647,435.04752
1648,184.8241
1649,693.7066
1650,50.66127
1651,502.31232
1652,107.04953
1653,105.82761
1654,613.85614
1655,684.61505
1656,409.64232999999996
1657,305.09387000000004
1658,329.11676
1659,687.36365
1660,452.28795999999994
1661,282.63196
1662,557.2394
1663,233.10895
1664,130.47607
1665,521.49646
1666,537.6877
1667,247.52594
1668,735.4505
1669,680.153
1670,147.11908
1671,184.30759
1672,480.16528
1673,114.10888999999999
1674,198.75137
1675,108.70929
1676,883.9798
1677,801.3653
1678,261.39386
1679,600.372
1680,305.86316
1681,712.1424599999999
1682,117.33475
1683,784.29645
1684,262.83124
1685,781.77167
1686,478.02966
1687,383.19385
1688,410.2798
1689,447.7506
1690,562.5729
1691,473.02615
1692,197.37451000000001
1693,420.6241
1694,374.51056
1695,-43.056595
1696,197.3606
1697,471.84784
1698,239.02752999999998
1699,572.48395
1700,398.8944
1701,472.22604
1702,583.3307
1703,254.84527999999997
1704,156.57742
1705,531.9226
1706,407.45648
1707,346.97446
1708,393.76205
1709,455.5658
1710,296.89667000000003
1711,1035.623
1712,42.755584999999996
1713,428.78134000000006
1714,318.0935
1715,-8.756454
1716,314.26132
1717,281.53546
1718,378.03463999999997
1719,321.0368
1720,811.6192599999999
1721,430.00097999999997
1722,299.12048
1723,377.38622999999995
1724,363.6292
1725,644.2068
1726,815.9062
1727,1091.6674
1728,310.24957
1729,658.1638
1730,282.48166000000003
1731,314.95792
1732,173.4436
1733,289.98242
1734,1255.0474
1735,304.91278
1736,610.3616
1737,133.96933
1738,158.85132
1739,109.10568
