,P_values,logp,Tanimoto,Euclidean_distance,cut_off,novel_sim
0,858.20703,6.754845364087612,0.12586445366528354,0.06931032415398952,0.7348318934259952,0.0
1,405.3053,6.004640610282047,0.13609467455621302,0.166925401038276,0.01537286037956953,0.166925401038276
2,574.6632,6.353784130054734,0.1081277213352685,0.06629933739779212,0.33377065939311734,0.06629933739779212
3,411.58414,6.020013470661617,1.0,1.0,0.0,1.0
4,309.13208,5.733768628935549,0.11690363349131122,0.17371193037903768,0.28624484172606746,0.17371193037903768
5,626.1191,6.439540608594853,0.13204747774480713,0.16367866355978375,0.4195271379332359,0.16367866355978375
6,98.25925,4.587609393900462,0.1241565452091768,0.2791682185162654,1.4324040767611548,0.0
7,597.1417,6.392154438662568,0.10869565217391304,0.05874363461318285,0.3721409680009513,0.05874363461318285
8,457.56,6.125908023657472,0.12371134020618554,0.08408627689257818,0.10589455299585548,0.08408627689257818
9,607.5744,6.409474636851773,0.0995850622406639,0.05624900896277333,0.3894611661901566,0.05624900896277333
10,271.54492,5.604127576885504,0.10040983606557376,0.12325881516231338,0.41588589377611296,0.12325881516231338
11,271.01883,5.602188301860675,0.07564102564102564,0.1127564787053752,0.4178251688009418,0.1127564787053752
12,264.78918,5.5789339622008285,0.11720226843100187,0.081725125875082,0.44107950846078836,0.081725125875082
13,332.7274,5.807323536110629,0.10247592847317744,0.0994704293810184,0.21268993455098784,0.0994704293810184
14,531.96326,6.276574426806507,0.10501193317422436,0.06635240398740791,0.25656095614488983,0.06635240398740791
15,428.01492,6.059158054787292,0.15401540154015406,0.6307180902058059,0.03914458412567523,0.6307180902058059
16,285.55316,5.654428211412799,0.13607990012484394,0.12491677419918977,0.36558525924881824,0.12491677419918977
17,138.6731,4.932119364747744,0.1953125,0.06406823831180704,1.0878941059138727,0.0
18,794.0652,6.67716557374483,0.1279683377308707,0.06847636459528175,0.657152103083213,0.0
19,172.56616,5.150780699172079,0.1174496644295302,0.2601731337729079,0.8692327714895383,0.0
20,297.87238,5.696665139744471,0.12873563218390804,0.13853322407679725,0.32334833091714543,0.13853322407679725
21,238.6966,5.475193289422645,0.1128668171557562,0.13454068348819864,0.5448201812389719,0.0
22,171.3092,5.143470110834785,0.12096774193548387,0.10211423437708377,0.8765433598268322,0.0
23,1078.9397,6.983734078617728,0.1351931330472103,0.0737597727549913,0.9637206079561116,0.0
24,224.7738,5.415094563184581,0.11814859926918392,0.1798526053943012,0.6049189074770362,0.0
25,172.46329,5.150184402229611,0.11825726141078838,0.34596419789498084,0.869829068432006,0.0
26,277.23193,5.624854448272354,0.094662638469285,0.1379739681754764,0.3951590223892625,0.1379739681754764
27,335.0393,5.81424783837722,0.13917525773195874,0.7177852764008064,0.20576563228439682,0.7177852764008064
28,623.4717,6.4353033751565425,0.15239477503628446,0.08763428530165343,0.41528990449492564,0.08763428530165343
29,-2.7578583,,0.12181303116147307,0.1951487960782898,,0.1951487960782898
30,343.8269,5.8401383330525425,0.12405446293494705,0.7142591846588555,0.17987513760907436,0.7142591846588555
31,51.489624,3.941380311642574,0.10314685314685317,0.10650677585457308,2.0786331590190428,0.0
32,-42.163666,,0.095703125,0.2403645484116194,,0.2403645484116194
33,153.86942,5.036104320646442,0.12398753894080995,0.3824407017565061,0.9839091500151751,0.0
34,1031.292,6.938567664092285,0.09879032258064516,0.056765393227786426,0.9185541934306682,0.0
35,759.6247599999998,6.632824574510101,0.11590038314176244,0.06970865476865405,0.6128111038484843,0.0
36,107.9707,4.681859894020426,0.10572139303482588,0.22680056972303114,1.338153576641191,0.0
37,144.22363,4.971365081051209,0.13027522935779814,0.12307439342477515,1.048648389610408,0.0
38,557.87897,6.324142039213605,0.1197380729653882,0.3807733522014145,0.3041285685519881,0.3807733522014145
39,201.33383,5.30496437615108,0.1087866108786611,0.1874425488587748,0.7150490945105368,0.0
40,199.3765,5.295194997021779,0.11619718309859155,0.11442478944408435,0.7248184736398375,0.0
41,561.15015,6.3299885167704355,0.11322132943754565,0.08880463894120715,0.30997504610881865,0.08880463894120715
42,127.21689,4.845893425110005,0.1170774647887324,0.06305387707886267,1.1741200455516116,0.0
43,123.04245,4.812529417782756,0.0967741935483871,0.20611495245257835,1.2074840528788613,0.0
44,109.54956,4.696377049602556,0.13154533844189015,0.1503809827006229,1.323636421059061,0.0
45,295.7854,5.6896341913844655,0.11684782608695653,0.11858526357531488,0.3303792792771514,0.11858526357531488
46,264.75153,5.578791763501645,0.12440944881889765,0.1350997901089661,0.441221707159972,0.1350997901089661
47,396.8156,5.983471689154052,0.11978465679676985,0.12379579190868227,0.03654178150756504,0.12379579190868227
48,325.45807,5.785233636146674,0.09624413145539906,0.11988497995253394,0.234779834514943,0.11988497995253394
49,336.92575,5.819862579667437,0.11395348837209306,0.20400273771674016,0.2001508909941796,0.20400273771674016
50,501.3869,6.2173780585380465,0.10538461538461537,0.09493340421694182,0.19736458787642963,0.09493340421694182
51,381.42737,5.943920452521287,0.1124546553808948,0.07198811447434783,0.07609301814032943,0.07198811447434783
52,265.9255,5.583216194365349,0.10673234811165844,0.07381718480301995,0.43679727629626797,0.07381718480301995
53,183.328,5.211276898226167,0.10714285714285714,0.14711051556851462,0.8087365724354498,0.0
54,504.307,6.223185209612955,0.10416666666666667,0.06874411378525715,0.20317173895133855,0.06874411378525715
55,331.0874,5.802382388860805,0.11926605504587155,0.10030545015681756,0.21763108180081225,0.10030545015681756
56,199.20172,5.294317979651373,0.12007332722273145,0.1023224850693588,0.725695491010244,0.0
57,226.36072,5.422129833043253,0.10506329113924052,0.14058384188366602,0.5978836376183638,0.0
58,307.76306,5.729330201207191,0.11022364217252396,0.09377443703220036,0.29068326945442546,0.09377443703220036
59,316.53378,5.757429965746825,0.12096774193548387,0.5356638567883395,0.262583504914792,0.5356638567883395
60,504.88135,6.224323451175119,0.11707317073170732,0.06016143478765184,0.2043099805135018,0.06016143478765184
61,128.61243000000002,4.8568034634312,0.11704545454545455,0.15591048056755158,1.1632100072304166,0.0
62,165.8119,5.110854013346368,0.13009922822491732,0.4928773311126252,0.9091594573152486,0.0
63,143.04825,4.963181985936494,0.09982788296041308,0.19317154057780703,1.056831484725123,0.0
64,127.44226,4.847663399280081,0.1088082901554404,0.7751040906660958,1.172350071381536,0.0
65,804.2452,6.689904197807884,0.13320463320463322,0.08192829046135132,0.6698907271462673,0.0
66,113.27695,4.729835705147912,0.12092130518234165,0.08592679741460016,1.2901777655137048,0.0
67,128.07693,4.85263109900706,0.11838440111420613,0.19002054293087567,1.1673823716545568,0.0
68,418.28738,6.036168708258397,0.09379128137384413,0.08827424902448128,0.016155237596779948,0.08827424902448128
69,452.02545,6.113738483556881,0.08841843088418433,0.07666722659297821,0.09372501289526447,0.07666722659297821
70,200.12805,5.298957411675447,0.11009933774834436,0.31683054885221323,0.7210560589861696,0.0
71,201.57526,5.3061628104127445,0.1896067415730337,0.2692046781204463,0.7138506602488723,0.0
72,527.1382,6.267462753251887,0.11839080459770115,0.09073728398628488,0.24744928259026988,0.09073728398628488
73,517.5465,6.249099376175263,0.11122345803842264,0.07905677675876227,0.22908590551364583,0.07905677675876227
74,352.3139,5.8645225395787985,0.10554371002132196,0.15941061432387266,0.1554909310828183,0.15941061432387266
75,191.46332,5.254696249804509,0.1062874251497006,0.1550844338590013,0.7653172208571082,0.0
76,1007.8631,6.915587625915763,0.11007462686567164,0.0580694632726614,0.8955741552541463,0.0
77,1841.0669,7.518100519519059,0.10509209100758396,0.051015512235790025,1.4980870488574425,0.0
78,354.8425299999999,5.87167411360104,0.12147777082028804,0.06942181486118344,0.14833935706057666,0.06942181486118344
79,365.89685,5.902351463078566,0.11834319526627217,0.09766732341430508,0.11766200758305079,0.09766732341430508
80,353.80322,5.868740882871381,0.16053019145802652,0.1152435528434906,0.15127258779023567,0.1152435528434906
81,359.43723,5.8845395582999815,0.14027149321266968,0.13475098556870846,0.1354739123616353,0.13475098556870846
82,731.4276,6.594998240852358,0.10704225352112676,0.2616905955674952,0.5749847701907411,0.0
83,453.03683,6.115973424606427,0.12906976744186047,0.08356876744341328,0.09595995394480994,0.08356876744341328
84,576.7294,6.357373179034101,0.13943661971830987,0.16736418480085502,0.3373597083724844,0.16736418480085502
85,132.18768,4.884222730941798,0.13618157543391188,0.14779305944875318,1.1357907397198188,0.0
86,516.68823,6.247439655858153,0.12300683371298406,0.2188513521128949,0.2274261851965358,0.2188513521128949
87,350.90436,5.86051370770434,0.10501930501930502,0.12143438293118315,0.1594997629572772,0.12143438293118315
88,441.07782,6.08922132246419,0.1266025641025641,0.11629986851136867,0.06920785180257294,0.11629986851136867
89,373.3928,5.922630948650694,0.13520097442143728,0.2464778925351459,0.09738252201092301,0.2464778925351459
90,450.73035,6.110869267123197,0.13234253361641896,0.10405474278395968,0.09085579646157971,0.10405474278395968
91,153.95678999999996,5.036671978626872,0.1260593220338983,0.1279224687501399,0.9833414920347447,0.0
92,188.83438,5.240870334591298,0.12980132450331125,0.1771478557492096,0.7791431360703189,0.0
93,706.9257,6.560925568436263,0.13257142857142856,0.09545669106062406,0.5409120977746458,0.0
94,626.43475,6.440044618872227,0.11702127659574467,0.1230808162178176,0.42003114821060983,0.1230808162178176
95,55.86630200000001,4.0229613719122685,0.12534059945504086,0.06338164261005858,1.9970520987493483,0.0
96,292.74133,5.679289386326207,0.10120481927710843,0.3930984491479984,0.34072408433540957,0.3930984491479984
97,339.2512200000001,5.82674089487653,0.10044052863436123,0.1022522489359631,0.1932725757850866,0.1022522489359631
98,620.2389,6.430104726402101,0.11864406779661014,0.08183536426884684,0.41009125574048433,0.08183536426884684
99,292.94064,5.6799699946355044,0.12702702702702706,0.16957563493865846,0.3400434760261124,0.16957563493865846
100,301.482,5.708710312892498,0.11810344827586207,0.11125068127135944,0.3113031577691192,0.11125068127135944
101,156.62589,5.053860095562418,0.1170018281535649,0.12773357841149247,0.9661533750991991,0.0
102,975.3496,6.882795970831666,0.11633986928104575,0.07037349677812539,0.8627825001700495,0.0
103,107.71185,4.679459605964875,0.10357142857142858,0.10901882188156023,1.3405538646967416,0.0
104,-13.467865,,0.1276595744680851,0.26925174911994393,,0.26925174911994393
105,254.69371,5.540061685960012,0.12374886260236577,0.264413671805044,0.4799517847016048,0.264413671805044
106,572.5824,6.3501566552024515,0.1445966514459665,0.15657680515050004,0.3301431845408347,0.15657680515050004
107,464.20718,6.140330961191634,0.13399014778325122,0.08585587923031235,0.1203174905300175,0.08585587923031235
108,252.09512,5.529806476608659,0.10511363636363637,0.11731072208268765,0.49020699405295787,0.11731072208268765
109,369.72983,5.912772549731111,0.1263001485884101,0.0928459933797093,0.10724092093050608,0.0928459933797093
110,607.876,6.409970913797653,0.11683168316831685,0.05713377776937278,0.3899574431360362,0.05713377776937278
111,318.3455,5.763137270977547,0.1064453125,0.16660158098236288,0.25687619968407027,0.16660158098236288
112,1016.66235,6.9242803350226945,0.11168384879725086,0.0946428816486033,0.9042668643610776,0.0
113,267.11493,5.58767901522167,0.1366622864651774,0.10804983128559094,0.4323344554399471,0.10804983128559094
114,306.12158,5.723982343303025,0.10923076923076924,0.09177582176988572,0.29603112735859227,0.09177582176988572
